LOTE,MUNICÍPIO,CLASSIFICAÇÃO,PÁTIO,FAB/MOD,UF,MARCA,MODELO,TIPO,COR,NOME_POPULAR,AVALIAÇÃO,Lance Inicial,Valor da Arrematação
27120623,Barra do Garças,Conservado,,HONDA/CG150 FAN ESDI,MT,HONDA,CG150 FAN ESDI,Moto,PRETA,CG 150,"R$10.292,00","R$3.087,60","R$4.887,60"
27120624,Barra do Garças,Conservado,,HONDA/BIZ 125 KS,MT,HONDA,BIZ 125 KS,Moto,PRETA,BIZ,"R$7.059,00","R$2.117,70","R$3.217,70"
27120625,Barra do Garças,Conservado,,HONDA/C100 BIZ,MT,HONDA,C100 BIZ,Moto,PRETA,BIZ,"R$3.359,00","R$1.007,70","R$2.707,70"
27120626,Barra do Garças,Conservado,,HONDA/C100 BIZ,MT,HONDA,C100 BIZ,Moto,PRETA,BIZ,"R$4.209,00","R$1.262,70","R$2.562,70"
27120627,Barra do Garças,Conservado,,I/TRAXX JL50Q 2,MT,TRAXX,TRAXX JL50Q 2,Moto,PRETA,JL50,"R$1.895,00","R$568,50",
27120628,Barra do Garças,Conservado,,I/HYUNDAI VERACRUZ 3.8V6,MT,HYUNDAI,HYUNDAI VERACRUZ 3.8V6,Carro,PRETA,VERACRUZ,"R$50.857,00","R$15.257,10","R$26.900,00"
27120630,Barra do Garças,Conservado,,VW/GOL 1.0,PR,VW,GOL 1.0,Carro,PRETA,GOL,"R$32.362,00","R$9.708,60","R$12.708,60"
27120631,Barra do Garças,Conservado,,FORD/CARGO 4030,RO,FORD,CARGO 4030,Caminhão,PRETA,CARGO,"R$66.478,00","R$19.943,40","R$65.443,40"
27120632,Barra do Garças,Conservado,,FIAT/SIENA ESSENCE 1.6,SP,FIAT,SIENA ESSENCE 1.6,Carro,PRETA,SIENA,"R$39.258,00","R$11.777,40","R$13.377,40"
27120634,Barra do Garças,Conservado,,VW/NOVA SAVEIRO CS,SP,VW,NOVA SAVEIRO CS,Carro,PRETA,SAVEIRO,"R$60.493,00","R$18.147,90","R$20.747,90"
27220640,Água Boa,Conservado,,SCANIA/G 420 A6X4,MT,SCANIA,G 420 A6X4,Caminhão,PRETA,G 420,"R$231.021,00","R$69.306,30","R$130.306,30"
27220641,Água Boa,Conservado,,GM/C20 CUSTOM S,MT,GM,C20 CUSTOM S,Caminhão,PRETA,C20,"R$17.125,00","R$5.137,50","R$25.937,50"
27220642,Água Boa,Conservado,,HONDA/CG 125 FAN ES,MT,HONDA,CG 125 FAN ES,Moto,PRETA,CG 125,"R$7.538,00","R$2.261,40","R$2.361,40"
